input,decision
"After my mother's death last month, nothing feels important. Career decisions have become impossible. I am studying in SPIT Kolhapur.",Emotional Counseling Needed
"Hey, cleared GRE with good score and got offer from good US university for MS in CS. Even if expensive, I want to go for higher studies. I am studying in MIT WPU Hyderabad.",Higher Studies First
"Parents want government job, I want tech, but I like business also. Completely lost. I am studying in IIT Madras Delhi.",Career Guidance Needed
Communication and confidence bahut low hai. First I need to improve soft skills and get practical experience. I am studying in MIT WPU Chennai.,Skill Development First
Communication and confidence bahut low hai. First I need to improve soft skills and get practical experience. I am studying in VJTI Kolhapur.,Skill Development First
I got admission in MBA at IIM Kozhikode but family is worried about money. Still I believe this is the best investment for my future. I am studying in IIT Madras Aurangabad.,Higher Studies First
I got admission in MBA at IIM Bangalore but family is worried about money. Still I believe this is the best investment for my future. I am studying in Pune University Nashik.,Higher Studies First
"Heavy education loan on my father already. I can't put more burden, so I decided to focus on placements right now. I am studying in IIT Bombay Nagpur.",Job First (Financial Stability)
"Hey, severe anxiety and overthinking about future. Can't sleep, can't study. I think I need counseling first. I am studying in Symbiosis Nagpur.",Emotional Counseling Needed
"Resume is blank - no projects, no internships. I should build strong skills before thinking about placements or higher studies. I am studying in IIT Madras Bangalore.",Skill Development First
"After my mother's death last month, nothing feels important. Career decisions have become impossible. I am studying in IIT Madras Chennai.",Emotional Counseling Needed
"Heavy education loan on my father already. I can't put more burden, so I decided to focus on placements right now. I am studying in VJTI Delhi.",Job First (Financial Stability)
"Resume is blank - no projects, no internships. I should build strong skills before thinking about placements or higher studies. I am studying in COEP Thane.",Skill Development First
"Hey, resume is blank - no projects, no internships. I should build strong skills before thinking about placements or higher studies. I am studying in local college Mumbai.",Skill Development First
"Severe anxiety and overthinking about future. Can't sleep, can't study. I think I need counseling first. I am studying in Symbiosis Nagpur.",Emotional Counseling Needed
"Confused between job, MBA, government exams and startup. No clear direction at all. I am studying in Amity Delhi.",Career Guidance Needed
"Hey, i got admission in MBA at IIM Bangalore but family is worried about money. Still I believe this is the best investment for my future. I am studying in SPIT Nashik.",Higher Studies First
"Hey, despite financial issues, I want to pursue MCA from a reputed college because specialization will help me a lot in career. I am studying in Pune University Bangalore.",Higher Studies First
"Hey, have a part-time job and will prepare for government exams simultaneously. I am studying in local college Kolhapur.",Balanced Job + Study Plan
"Confused between job, MBA, government exams and startup. No clear direction at all. I am studying in MIT WPU Kolhapur.",Career Guidance Needed
"Hey, i realized I don't know anything practical. Planning to join coding bootcamp or online courses full time. I am studying in IIT Madras Aurangabad.",Skill Development First
"Hey, constant family pressure + studies ne mera burnout kar diya hai. I need someone to talk to. I am studying in IIT Madras Delhi.",Emotional Counseling Needed
"Hey, my coding skills are very poor. Failed in 7 campus interviews. I need to focus only on DSA, projects and internships for next 6-8 months. I am studying in IIT Bombay Nashik.",Skill Development First
"Hey, communication and confidence bahut low hai. First I need to improve soft skills and get practical experience. I am studying in Amity Nashik.",Skill Development First
"Hey, after my mother's death last month, nothing feels important. Career decisions have become impossible. I am studying in Amity Delhi.",Emotional Counseling Needed
Constant family pressure + studies ne mera burnout kar diya hai. I need someone to talk to. I am studying in SPIT Mumbai.,Emotional Counseling Needed
"Hey, got offer from TCS but I also want to prepare for CAT. Will join job and study side by side. I am studying in Amity Nashik.",Balanced Job + Study Plan
I realized I don't know anything practical. Planning to join coding bootcamp or online courses full time. I am studying in SPIT Mumbai.,Skill Development First
"Parents want government job, I want tech, but I like business also. Completely lost. I am studying in local college Delhi.",Career Guidance Needed
"Hey, cleared GRE with good score and got offer from good US university for MS in CS. Even if expensive, I want to go for higher studies.",Higher Studies First
"Hey, too many options and I don't know what suits my interest and skills. Need proper guidance. I am studying in IIT Bombay Bangalore.",Career Guidance Needed
"Hey, i realized I don't know anything practical. Planning to join coding bootcamp or online courses full time. I am studying in local college Thane.",Skill Development First
Breakup ke baad main completely broken hoon. Can't focus on studies or placements. Need emotional support. I am studying in SPIT Chennai.,Emotional Counseling Needed
"Cleared GRE with good score and got offer from good US university for MS in CS. Even if expensive, I want to go for higher studies. I am studying in COEP Nagpur.",Higher Studies First
"After my mother's death last month, nothing feels important. Career decisions have become impossible. I am studying in IIT Bombay Chennai.",Emotional Counseling Needed
"Hey, i realized I don't know anything practical. Planning to join coding bootcamp or online courses full time. I am studying in SPIT Kolhapur.",Skill Development First
"Hey, after dad's sudden death, all responsibility came on me. Higher studies feel like a luxury I can't afford anymore. I am studying in IIT Madras Pune.",Job First (Financial Stability)
I love research and want to do MTech from IIT Bombay. Ready to take education loan if needed because long term growth matters more. I am studying in SPIT Hyderabad.,Higher Studies First
I have already cleared prelims of MPSC once. Now I am fully dedicated towards government exams for stability and respect. I am studying in Pune University Delhi.,Government Exam Path
"Hey, heavy education loan on my father already. I can't put more burden, so I decided to focus on placements right now. I am studying in SPIT Mumbai.",Job First (Financial Stability)
"After dad's sudden death, all responsibility came on me. Higher studies feel like a luxury I can't afford anymore.",Job First (Financial Stability)
"Hey, i have already cleared prelims of MPSC once. Now I am fully dedicated towards government exams for stability and respect. I am studying in local college Nagpur.",Government Exam Path
"Parents want government job, I want tech, but I like business also. Completely lost. I am studying in PICT Thane.",Career Guidance Needed
Private jobs feel risky and unstable. That's why I am preparing for SSC CGL and banking exams. I am studying in MIT WPU Nagpur.,Government Exam Path
"Hey, i realized I don't know anything practical. Planning to join coding bootcamp or online courses full time. I am studying in Pune University Chennai.",Skill Development First
"Hey, have a part-time job and will prepare for government exams simultaneously. I am studying in IIT Madras Nagpur.",Balanced Job + Study Plan
"My father got laid off last month from his company in Pune. With hospital bills and EMIs pending, I have to take a job immediately instead of thinking about MBA or MS. I am studying in Pune University Pune.",Job First (Financial Stability)
Too many options and I don't know what suits my interest and skills. Need proper guidance. I am studying in SPIT Hyderabad.,Career Guidance Needed
I have already cleared prelims of MPSC once. Now I am fully dedicated towards government exams for stability and respect. I am studying in Amity Hyderabad.,Government Exam Path
I realized I don't know anything practical. Planning to join coding bootcamp or online courses full time. I am studying in IIT Bombay Aurangabad.,Skill Development First
"Family business completely collapsed after pandemic. As the only son, I feel huge pressure to start earning rather than pursuing higher studies. I am studying in Symbiosis Mumbai.",Job First (Financial Stability)
Have a part-time job and will prepare for government exams simultaneously. I am studying in local college Hyderabad.,Balanced Job + Study Plan
Got offer from TCS but I also want to prepare for CAT. Will join job and study side by side. I am studying in VJTI Thane.,Balanced Job + Study Plan
Breakup ke baad main completely broken hoon. Can't focus on studies or placements. Need emotional support. I am studying in Pune University Kolhapur.,Emotional Counseling Needed
My parents strongly believe only government job is safe. They want me to prepare full time for Banking PO. I am studying in MIT WPU Nagpur.,Government Exam Path
Got offer from TCS but I also want to prepare for CAT. Will join job and study side by side. I am studying in Symbiosis Hyderabad.,Balanced Job + Study Plan
My mother needs surgery and we have no savings. I was planning SSC CGL but now I think job first is the only option. I am studying in PICT Pune.,Job First (Financial Stability)
"Hey, too many options and I don't know what suits my interest and skills. Need proper guidance. I am studying in IIT Madras Nagpur.",Career Guidance Needed
"Hey, will help in family business in morning and continue MCA in evening batch. I am studying in VJTI Chennai.",Balanced Job + Study Plan
"Hey, communication and confidence bahut low hai. First I need to improve soft skills and get practical experience. I am studying in VJTI Kolhapur.",Skill Development First
My mother needs surgery and we have no savings. I was planning GATE but now I think job first is the only option. I am studying in local college Aurangabad.,Job First (Financial Stability)
"Hey, keep changing my mind every week. Need someone experienced to show me right path. I am studying in VJTI Nashik.",Career Guidance Needed
Too many options and I don't know what suits my interest and skills. Need proper guidance. I am studying in local college Pune.,Career Guidance Needed
I realized I don't know anything practical. Planning to join coding bootcamp or online courses full time. I am studying in SPIT Chennai.,Skill Development First
"Hey, my coding skills are very poor. Failed in 7 campus interviews. I need to focus only on DSA, projects and internships for next 6-8 months. I am studying in Amity Aurangabad.",Skill Development First
My parents strongly believe only government job is safe. They want me to prepare full time for Banking PO. I am studying in Symbiosis Kolhapur.,Government Exam Path
I got admission in MBA at IIM Kozhikode but family is worried about money. Still I believe this is the best investment for my future. I am studying in IIT Madras Bangalore.,Higher Studies First
My mother needs surgery and we have no savings. I was planning MPSC but now I think job first is the only option.,Job First (Financial Stability)
"Hey, too many options and I don't know what suits my interest and skills. Need proper guidance. I am studying in PICT Delhi.",Career Guidance Needed
"Parents want government job, I want tech, but I like business also. Completely lost. I am studying in Amity Nagpur.",Career Guidance Needed
"Hey, cleared GRE with good score and got offer from good US university for MS in CS. Even if expensive, I want to go for higher studies. I am studying in IIT Bombay Chennai.",Higher Studies First
"Hey, got offer from TCS but I also want to prepare for CAT. Will join job and study side by side. I am studying in SPIT Pune.",Balanced Job + Study Plan
"Hey, will help in family business in morning and continue MCA in evening batch. I am studying in VJTI Nagpur.",Balanced Job + Study Plan
Breakup ke baad main completely broken hoon. Can't focus on studies or placements. Need emotional support. I am studying in MIT WPU Bangalore.,Emotional Counseling Needed
"Hey, after my mother's death last month, nothing feels important. Career decisions have become impossible. I am studying in Pune University Chennai.",Emotional Counseling Needed
Keep changing my mind every week. Need someone experienced to show me right path. I am studying in Symbiosis Aurangabad.,Career Guidance Needed
"Cleared GRE with good score and got offer from good US university for MS in CS. Even if expensive, I want to go for higher studies. I am studying in MIT WPU Delhi.",Higher Studies First
Private jobs feel risky and unstable. That's why I am preparing for SSC CGL and banking exams. I am studying in MIT WPU Pune.,Government Exam Path
"Hey, after dad's sudden death, all responsibility came on me. Higher studies feel like a luxury I can't afford anymore. I am studying in VJTI Bangalore.",Job First (Financial Stability)
"Hey, family business completely collapsed after pandemic. As the only son, I feel huge pressure to start earning rather than pursuing higher studies. I am studying in IIT Bombay Nagpur.",Job First (Financial Stability)
My parents strongly believe only government job is safe. They want me to prepare full time for SSC CGL. I am studying in COEP Aurangabad.,Government Exam Path
Got offer from TCS but I also want to prepare for CAT. Will join job and study side by side. I am studying in MIT WPU Hyderabad.,Balanced Job + Study Plan
"Hey, my parents strongly believe only government job is safe. They want me to prepare full time for CAT. I am studying in SPIT Thane.",Government Exam Path
Too many options and I don't know what suits my interest and skills. Need proper guidance. I am studying in SPIT Nashik.,Career Guidance Needed
"Hey, planning to work for 1-2 years and then do MBA so I can have both experience and better qualification. I am studying in Symbiosis Nashik.",Balanced Job + Study Plan
My parents strongly believe only government job is safe. They want me to prepare full time for GATE. I am studying in Amity Aurangabad.,Government Exam Path
Got offer from TCS but I also want to prepare for CAT. Will join job and study side by side. I am studying in VJTI Chennai.,Balanced Job + Study Plan
"My coding skills are very poor. Failed in 7 campus interviews. I need to focus only on DSA, projects and internships for next 6-8 months. I am studying in IIT Bombay Bangalore.",Skill Development First
"Hey, communication and confidence bahut low hai. First I need to improve soft skills and get practical experience. I am studying in IIT Bombay Chennai.",Skill Development First
"My coding skills are very poor. Failed in 7 campus interviews. I need to focus only on DSA, projects and internships for next 6-8 months. I am studying in IIT Madras Kolhapur.",Skill Development First
"My coding skills are very poor. Failed in 7 campus interviews. I need to focus only on DSA, projects and internships for next 6-8 months. I am studying in Pune University Nagpur.",Skill Development First
Constant family pressure + studies ne mera burnout kar diya hai. I need someone to talk to. I am studying in COEP Aurangabad.,Emotional Counseling Needed
I realized I don't know anything practical. Planning to join coding bootcamp or online courses full time. I am studying in MIT WPU Bangalore.,Skill Development First
Too many options and I don't know what suits my interest and skills. Need proper guidance. I am studying in PICT Nashik.,Career Guidance Needed
"Hey, i love research and want to do MTech from IIT Bombay. Ready to take education loan if needed because long term growth matters more. I am studying in Amity Aurangabad.",Higher Studies First
My parents strongly believe only government job is safe. They want me to prepare full time for SSC CGL. I am studying in local college Aurangabad.,Government Exam Path
"Despite financial issues, I want to pursue MCA from a reputed college because specialization will help me a lot in career. I am studying in PICT Bangalore.",Higher Studies First
Private jobs feel risky and unstable. That's why I am preparing for SSC CGL and banking exams. I am studying in SPIT Pune.,Government Exam Path
"Hey, communication and confidence bahut low hai. First I need to improve soft skills and get practical experience. I am studying in SPIT Kolhapur.",Skill Development First
"Hey, private jobs feel risky and unstable. That's why I am preparing for SSC CGL and banking exams. I am studying in PICT Hyderabad.",Government Exam Path
"Confused between job, MBA, government exams and startup. No clear direction at all. I am studying in IIT Madras Nashik.",Career Guidance Needed
"Hey, i love research and want to do MTech from IIT Bombay. Ready to take education loan if needed because long term growth matters more. I am studying in COEP Nashik.",Higher Studies First
"Hey, despite financial issues, I want to pursue MCA from a reputed college because specialization will help me a lot in career. I am studying in IIT Madras Thane.",Higher Studies First
Too many options and I don't know what suits my interest and skills. Need proper guidance. I am studying in Amity Chennai.,Career Guidance Needed
Have a part-time job and will prepare for government exams simultaneously. I am studying in Amity Pune.,Balanced Job + Study Plan
I got admission in MBA at IIM Kozhikode but family is worried about money. Still I believe this is the best investment for my future. I am studying in local college Chennai.,Higher Studies First
"Hey, my mother needs surgery and we have no savings. I was planning Banking PO but now I think job first is the only option. I am studying in Symbiosis Chennai.",Job First (Financial Stability)
Got offer from TCS but I also want to prepare for CAT. Will join job and study side by side. I am studying in SPIT Delhi.,Balanced Job + Study Plan
"Hey, will help in family business in morning and continue MCA in evening batch. I am studying in VJTI Nashik.",Balanced Job + Study Plan
"Hey, i love research and want to do MTech from IIT Bombay. Ready to take education loan if needed because long term growth matters more. I am studying in IIT Bombay Pune.",Higher Studies First
"After my mother's death last month, nothing feels important. Career decisions have become impossible. I am studying in COEP Aurangabad.",Emotional Counseling Needed
Private jobs feel risky and unstable. That's why I am preparing for SSC CGL and banking exams. I am studying in VJTI Thane.,Government Exam Path
My parents strongly believe only government job is safe. They want me to prepare full time for Railway. I am studying in Symbiosis Nashik.,Government Exam Path
"After my mother's death last month, nothing feels important. Career decisions have become impossible. I am studying in Pune University Kolhapur.",Emotional Counseling Needed
"Hey, will help in family business in morning and continue MCA in evening batch. I am studying in local college Nashik.",Balanced Job + Study Plan
Family pressure is high for government job. I am focusing only on UPSC preparation now. I am studying in IIT Bombay Hyderabad.,Government Exam Path
"Confused between job, MBA, government exams and startup. No clear direction at all. I am studying in VJTI Thane.",Career Guidance Needed
"After dad's sudden death, all responsibility came on me. Higher studies feel like a luxury I can't afford anymore. I am studying in Amity Thane.",Job First (Financial Stability)
I have already cleared prelims of MPSC once. Now I am fully dedicated towards government exams for stability and respect. I am studying in SPIT Thane.,Government Exam Path
"Hey, confused between job, MBA, government exams and startup. No clear direction at all. I am studying in COEP Hyderabad.",Career Guidance Needed
Private jobs feel risky and unstable. That's why I am preparing for SSC CGL and banking exams. I am studying in Amity Mumbai.,Government Exam Path
"Hey, i got admission in MBA at IIM Ahmedabad but family is worried about money. Still I believe this is the best investment for my future. I am studying in IIT Madras Kolhapur.",Higher Studies First
"Hey, cleared GRE with good score and got offer from good US university for MS in CS. Even if expensive, I want to go for higher studies. I am studying in local college Aurangabad.",Higher Studies First
"Hey, breakup ke baad main completely broken hoon. Can't focus on studies or placements. Need emotional support. I am studying in Pune University Delhi.",Emotional Counseling Needed
"Hey, parents want government job, I want tech, but I like business also. Completely lost. I am studying in IIT Madras Aurangabad.",Career Guidance Needed
"After dad's sudden death, all responsibility came on me. Higher studies feel like a luxury I can't afford anymore. I am studying in SPIT Delhi.",Job First (Financial Stability)
"Hey, have a part-time job and will prepare for government exams simultaneously. I am studying in Symbiosis Chennai.",Balanced Job + Study Plan
"Hey, my mother needs surgery and we have no savings. I was planning Banking PO but now I think job first is the only option. I am studying in local college Chennai.",Job First (Financial Stability)
I realized I don't know anything practical. Planning to join coding bootcamp or online courses full time. I am studying in IIT Bombay Bangalore.,Skill Development First
Communication and confidence bahut low hai. First I need to improve soft skills and get practical experience. I am studying in PICT Aurangabad.,Skill Development First
I have already cleared prelims of MPSC once. Now I am fully dedicated towards government exams for stability and respect. I am studying in local college Hyderabad.,Government Exam Path
I have already cleared prelims of MPSC once. Now I am fully dedicated towards government exams for stability and respect. I am studying in IIT Bombay Nashik.,Government Exam Path
"Hey, my mother needs surgery and we have no savings. I was planning GRE but now I think job first is the only option. I am studying in Pune University Mumbai.",Job First (Financial Stability)
"Hey, my coding skills are very poor. Failed in 7 campus interviews. I need to focus only on DSA, projects and internships for next 6-8 months. I am studying in local college Chennai.",Skill Development First
My parents strongly believe only government job is safe. They want me to prepare full time for SSC CGL. I am studying in Amity Bangalore.,Government Exam Path
"Heavy education loan on my father already. I can't put more burden, so I decided to focus on placements right now. I am studying in Symbiosis Pune.",Job First (Financial Stability)
"Hey, i got admission in MBA at IIM Kozhikode but family is worried about money. Still I believe this is the best investment for my future.",Higher Studies First
"Heavy education loan on my father already. I can't put more burden, so I decided to focus on placements right now. I am studying in IIT Madras Bangalore.",Job First (Financial Stability)
My parents strongly believe only government job is safe. They want me to prepare full time for MPSC. I am studying in COEP Thane.,Government Exam Path
"Hey, heavy education loan on my father already. I can't put more burden, so I decided to focus on placements right now. I am studying in MIT WPU Mumbai.",Job First (Financial Stability)
"Hey, communication and confidence bahut low hai. First I need to improve soft skills and get practical experience. I am studying in local college Thane.",Skill Development First
"My coding skills are very poor. Failed in 7 campus interviews. I need to focus only on DSA, projects and internships for next 6-8 months. I am studying in local college Nashik.",Skill Development First
"Hey, confused between job, MBA, government exams and startup. No clear direction at all. I am studying in Pune University Thane.",Career Guidance Needed
Family pressure is high for government job. I am focusing only on UPSC preparation now. I am studying in Pune University Aurangabad.,Government Exam Path
"Hey, after my mother's death last month, nothing feels important. Career decisions have become impossible. I am studying in Symbiosis Aurangabad.",Emotional Counseling Needed
"Hey, my mother needs surgery and we have no savings. I was planning UPSC but now I think job first is the only option. I am studying in SPIT Kolhapur.",Job First (Financial Stability)
"Hey, heavy education loan on my father already. I can't put more burden, so I decided to focus on placements right now. I am studying in VJTI Thane.",Job First (Financial Stability)
Private jobs feel risky and unstable. That's why I am preparing for SSC CGL and banking exams. I am studying in MIT WPU Aurangabad.,Government Exam Path
Keep changing my mind every week. Need someone experienced to show me right path. I am studying in Pune University Kolhapur.,Career Guidance Needed
Breakup ke baad main completely broken hoon. Can't focus on studies or placements. Need emotional support. I am studying in PICT Hyderabad.,Emotional Counseling Needed
Constant family pressure + studies ne mera burnout kar diya hai. I need someone to talk to. I am studying in IIT Bombay Aurangabad.,Emotional Counseling Needed
"Hey, got offer from TCS but I also want to prepare for CAT. Will join job and study side by side. I am studying in VJTI Kolhapur.",Balanced Job + Study Plan
Constant family pressure + studies ne mera burnout kar diya hai. I need someone to talk to. I am studying in Amity Chennai.,Emotional Counseling Needed
"Hey, communication and confidence bahut low hai. First I need to improve soft skills and get practical experience. I am studying in COEP Hyderabad.",Skill Development First
"My father got laid off last month from his company in Mumbai. With hospital bills and EMIs pending, I have to take a job immediately instead of thinking about MBA or MS.",Job First (Financial Stability)
"Hey, confused between job, MBA, government exams and startup. No clear direction at all. I am studying in Amity Nashik.",Career Guidance Needed
My parents strongly believe only government job is safe. They want me to prepare full time for GATE. I am studying in Pune University Mumbai.,Government Exam Path
Breakup ke baad main completely broken hoon. Can't focus on studies or placements. Need emotional support. I am studying in IIT Bombay Delhi.,Emotional Counseling Needed
"Hey, planning to work for 1-2 years and then do MBA so I can have both experience and better qualification. I am studying in Amity Hyderabad.",Balanced Job + Study Plan
"Hey, i got admission in MBA at IIM Ahmedabad but family is worried about money. Still I believe this is the best investment for my future. I am studying in Amity Hyderabad.",Higher Studies First
Family pressure is high for government job. I am focusing only on UPSC preparation now. I am studying in Pune University Thane.,Government Exam Path
"After dad's sudden death, all responsibility came on me. Higher studies feel like a luxury I can't afford anymore. I am studying in IIT Bombay Bangalore.",Job First (Financial Stability)
"Hey, family pressure is high for government job. I am focusing only on UPSC preparation now. I am studying in Amity Nagpur.",Government Exam Path
"Hey, got offer from TCS but I also want to prepare for CAT. Will join job and study side by side. I am studying in VJTI Chennai.",Balanced Job + Study Plan
"Despite financial issues, I want to pursue MCA from a reputed college because specialization will help me a lot in career. I am studying in IIT Bombay Bangalore.",Higher Studies First
"My coding skills are very poor. Failed in 7 campus interviews. I need to focus only on DSA, projects and internships for next 6-8 months. I am studying in Pune University Nashik.",Skill Development First
"Hey, confused between job, MBA, government exams and startup. No clear direction at all. I am studying in MIT WPU Delhi.",Career Guidance Needed
"Parents want government job, I want tech, but I like business also. Completely lost. I am studying in IIT Bombay Chennai.",Career Guidance Needed
"Confused between job, MBA, government exams and startup. No clear direction at all. I am studying in MIT WPU Aurangabad.",Career Guidance Needed
"Hey, have a part-time job and will prepare for government exams simultaneously. I am studying in local college Aurangabad.",Balanced Job + Study Plan
"Hey, got offer from TCS but I also want to prepare for CAT. Will join job and study side by side. I am studying in local college Hyderabad.",Balanced Job + Study Plan
"Hey, i realized I don't know anything practical. Planning to join coding bootcamp or online courses full time. I am studying in Symbiosis Aurangabad.",Skill Development First
"Hey, i love research and want to do MTech from IIT Bombay. Ready to take education loan if needed because long term growth matters more. I am studying in local college Bangalore.",Higher Studies First
Planning to work for 1-2 years and then do MBA so I can have both experience and better qualification. I am studying in Symbiosis Delhi.,Balanced Job + Study Plan
"Hey, confused between job, MBA, government exams and startup. No clear direction at all. I am studying in COEP Mumbai.",Career Guidance Needed
Planning to work for 1-2 years and then do MBA so I can have both experience and better qualification. I am studying in Amity Chennai.,Balanced Job + Study Plan
"Hey, severe anxiety and overthinking about future. Can't sleep, can't study. I think I need counseling first. I am studying in IIT Bombay Delhi.",Emotional Counseling Needed
"Hey, breakup ke baad main completely broken hoon. Can't focus on studies or placements. Need emotional support. I am studying in SPIT Delhi.",Emotional Counseling Needed
"Resume is blank - no projects, no internships. I should build strong skills before thinking about placements or higher studies. I am studying in MIT WPU Chennai.",Skill Development First
"Family business completely collapsed after pandemic. As the only son, I feel huge pressure to start earning rather than pursuing higher studies. I am studying in Symbiosis Bangalore.",Job First (Financial Stability)
"Hey, communication and confidence bahut low hai. First I need to improve soft skills and get practical experience. I am studying in IIT Madras Mumbai.",Skill Development First
"My coding skills are very poor. Failed in 7 campus interviews. I need to focus only on DSA, projects and internships for next 6-8 months. I am studying in Pune University Thane.",Skill Development First
"Hey, parents want government job, I want tech, but I like business also. Completely lost. I am studying in local college Chennai.",Career Guidance Needed
I have already cleared prelims of MPSC once. Now I am fully dedicated towards government exams for stability and respect. I am studying in Amity Nagpur.,Government Exam Path
I love research and want to do MTech from IIT Bombay. Ready to take education loan if needed because long term growth matters more. I am studying in VJTI Pune.,Higher Studies First
"My father got laid off last month from his company in Aurangabad. With hospital bills and EMIs pending, I have to take a job immediately instead of thinking about MBA or MS. I am studying in PICT Aurangabad.",Job First (Financial Stability)
"Hey, my parents strongly believe only government job is safe. They want me to prepare full time for GATE. I am studying in VJTI Delhi.",Government Exam Path
"Hey, too many options and I don't know what suits my interest and skills. Need proper guidance. I am studying in Symbiosis Bangalore.",Career Guidance Needed
"Hey, will help in family business in morning and continue MCA in evening batch. I am studying in PICT Bangalore.",Balanced Job + Study Plan
"Hey, communication and confidence bahut low hai. First I need to improve soft skills and get practical experience. I am studying in local college Aurangabad.",Skill Development First
Have a part-time job and will prepare for government exams simultaneously. I am studying in PICT Nagpur.,Balanced Job + Study Plan
"Hey, despite financial issues, I want to pursue MCA from a reputed college because specialization will help me a lot in career. I am studying in Pune University Nagpur.",Higher Studies First
Have a part-time job and will prepare for government exams simultaneously. I am studying in Pune University Nagpur.,Balanced Job + Study Plan
My parents strongly believe only government job is safe. They want me to prepare full time for UPSC.,Government Exam Path
"Confused between job, MBA, government exams and startup. No clear direction at all. I am studying in PICT Nagpur.",Career Guidance Needed
Family pressure is high for government job. I am focusing only on UPSC preparation now. I am studying in local college Chennai.,Government Exam Path
"Resume is blank - no projects, no internships. I should build strong skills before thinking about placements or higher studies. I am studying in Amity Aurangabad.",Skill Development First
I got admission in MBA at IIM Bangalore but family is worried about money. Still I believe this is the best investment for my future. I am studying in local college Mumbai.,Higher Studies First
"Hey, severe anxiety and overthinking about future. Can't sleep, can't study. I think I need counseling first.",Emotional Counseling Needed
"Hey, will help in family business in morning and continue MCA in evening batch. I am studying in VJTI Kolhapur.",Balanced Job + Study Plan
"Hey, my coding skills are very poor. Failed in 7 campus interviews. I need to focus only on DSA, projects and internships for next 6-8 months. I am studying in IIT Madras Thane.",Skill Development First
I realized I don't know anything practical. Planning to join coding bootcamp or online courses full time. I am studying in MIT WPU Pune.,Skill Development First
I love research and want to do MTech from IIT Bombay. Ready to take education loan if needed because long term growth matters more. I am studying in IIT Madras Bangalore.,Higher Studies First
Private jobs feel risky and unstable. That's why I am preparing for SSC CGL and banking exams. I am studying in COEP Nashik.,Government Exam Path
Planning to work for 1-2 years and then do MBA so I can have both experience and better qualification. I am studying in Amity Thane.,Balanced Job + Study Plan
Family pressure is high for government job. I am focusing only on UPSC preparation now. I am studying in Symbiosis Thane.,Government Exam Path
"Hey, i love research and want to do MTech from IIT Bombay. Ready to take education loan if needed because long term growth matters more. I am studying in PICT Delhi.",Higher Studies First
"Hey, my parents strongly believe only government job is safe. They want me to prepare full time for UPSC. I am studying in PICT Aurangabad.",Government Exam Path
"Family business completely collapsed after pandemic. As the only son, I feel huge pressure to start earning rather than pursuing higher studies. I am studying in IIT Madras Kolhapur.",Job First (Financial Stability)
"Hey, have a part-time job and will prepare for government exams simultaneously. I am studying in PICT Hyderabad.",Balanced Job + Study Plan
"Hey, my mother needs surgery and we have no savings. I was planning UPSC but now I think job first is the only option.",Job First (Financial Stability)
"My father got laid off last month from his company in Chennai. With hospital bills and EMIs pending, I have to take a job immediately instead of thinking about MBA or MS. I am studying in local college Chennai.",Job First (Financial Stability)
"Hey, my father got laid off last month from his company in Mumbai. With hospital bills and EMIs pending, I have to take a job immediately instead of thinking about MBA or MS. I am studying in Pune University Mumbai.",Job First (Financial Stability)
"Hey, my parents strongly believe only government job is safe. They want me to prepare full time for UPSC. I am studying in IIT Madras Bangalore.",Government Exam Path
"Hey, too many options and I don't know what suits my interest and skills. Need proper guidance. I am studying in SPIT Chennai.",Career Guidance Needed
"My coding skills are very poor. Failed in 7 campus interviews. I need to focus only on DSA, projects and internships for next 6-8 months. I am studying in PICT Pune.",Skill Development First
Too many options and I don't know what suits my interest and skills. Need proper guidance. I am studying in VJTI Nashik.,Career Guidance Needed
"After my mother's death last month, nothing feels important. Career decisions have become impossible. I am studying in VJTI Mumbai.",Emotional Counseling Needed
Breakup ke baad main completely broken hoon. Can't focus on studies or placements. Need emotional support. I am studying in SPIT Nagpur.,Emotional Counseling Needed
"Hey, i have already cleared prelims of MPSC once. Now I am fully dedicated towards government exams for stability and respect. I am studying in Symbiosis Mumbai.",Government Exam Path
"Hey, parents want government job, I want tech, but I like business also. Completely lost. I am studying in local college Kolhapur.",Career Guidance Needed
"Cleared GRE with good score and got offer from good US university for MS in CS. Even if expensive, I want to go for higher studies. I am studying in IIT Madras Pune.",Higher Studies First
"Hey, family pressure is high for government job. I am focusing only on UPSC preparation now. I am studying in MIT WPU Nagpur.",Government Exam Path
"My father got laid off last month from his company in Pune. With hospital bills and EMIs pending, I have to take a job immediately instead of thinking about MBA or MS. I am studying in local college Pune.",Job First (Financial Stability)
"Despite financial issues, I want to pursue MCA from a reputed college because specialization will help me a lot in career. I am studying in IIT Bombay Hyderabad.",Higher Studies First
"Hey, i realized I don't know anything practical. Planning to join coding bootcamp or online courses full time. I am studying in local college Kolhapur.",Skill Development First
My parents strongly believe only government job is safe. They want me to prepare full time for SSC CGL. I am studying in Amity Nashik.,Government Exam Path
"Hey, communication and confidence bahut low hai. First I need to improve soft skills and get practical experience. I am studying in Symbiosis Aurangabad.",Skill Development First
"After dad's sudden death, all responsibility came on me. Higher studies feel like a luxury I can't afford anymore. I am studying in SPIT Aurangabad.",Job First (Financial Stability)
I have already cleared prelims of MPSC once. Now I am fully dedicated towards government exams for stability and respect. I am studying in local college Mumbai.,Government Exam Path
"Hey, confused between job, MBA, government exams and startup. No clear direction at all. I am studying in local college Pune.",Career Guidance Needed
