input_text,target_output,,,
"Because of low CGPA, I feel stuck choosing between family business and freelancing. What should I do?","""Low CGPA can make freelancing look like freedom, but unstable income without strong confidence creates more stress. Family business is usually the better choice if it offers stability, support, and practical responsibility because it gives you time to rebuild skills without financial panic. Freelancing works best after stronger preparation. Stability should come before independence.""",,,
"Because of parental expectations, I feel stuck choosing between upskilling first and self-learning and projects. What should I do?","""Parental expectations often make self-learning feel too small, but structure matters more than appearance. Upskilling first is better because it gives guided improvement, accountability, and faster employability compared to unstructured learning alone. Projects are useful, but focused skill-building creates clearer direction. Confidence grows faster when progress is measurable.""",,,
I feel pressure because of scholarship rejection. Can you help me decide between self-learning and projects and remote work?,"""Scholarship rejection can make remote work feel like giving up, but practical movement matters more than image. Remote work is better than only self-learning and projects because it gives income, professional exposure, and confidence while still allowing you to learn alongside work. Learning and earning together reduce emotional pressure faster. Progress should come before perfection.""","With scholarship rejection affecting your confidence, starting with self-learning and projects is a smart way to rebuild control and self-belief. Skill development creates opportunities that remain valuable regardless of future decisions. Once you gain confidence and practical exposure, moving toward remote work becomes much easier and less risky.",,
Life feels confusing because of fear of disappointing parents. Is family business better than stable job for my future?,"""Fear of disappointing parents often makes family business feel safer than it really is. A stable job is better if it helps you build independent confidence, regular income, and your own professional identity because long-term peace comes from ownership, not only safety. Family business remains valuable, but independence creates stronger clarity first. Respect should not cost your identity.""",,,
I am worried about financial guilt for not earning and I am confused between family business and upskilling first. Please suggest the best decision.,"""Financial guilt for not earning changes the priority from preparation to contribution. Family business is better than only upskilling first if it offers immediate income and responsibility because it reduces pressure at home while still allowing you to improve skills gradually. Endless preparation without earning increases stress. Stability should solve today before planning tomorrow.""",,,
"Everyone around me seems ahead and because of study abroad confusion, I cannot choose between remote work and internship preparation.","""Study abroad confusion often makes remote work feel too ordinary and internships too small, but clarity matters more than appearance. Internship preparation is better because it gives real industry exposure, helps you test your strengths, and creates direction before making bigger career moves. Remote work works best after stronger professional grounding. First build your base, then choose flexibility.""",,,
I feel pressure because of depression and anxiety. Can you help me decide between self-learning and projects and higher studies?,"""Depression and anxiety make another long academic commitment emotionally heavier than it appears. Self-learning and projects are better than higher studies because they allow flexible growth, smaller wins, and progress without the financial and mental burden of another degree. Higher studies should come when your mind feels stronger. Peace should come before pressure.""","Major life decisions should not be made when your mind is overwhelmed. Emotional clarity comes first. Speak with a trusted mentor, counselor, or supportive person. Stabilizing your mental health is not a delay. It is a necessary part of building a stronger future.",,
"Because of family financial pressure, I feel stuck choosing between software job and MBA preparation. What should I do?","""Family financial pressure makes delayed income risky, and another degree can increase that burden. A software job is better than MBA preparation because it gives immediate earning, practical growth, and confidence without adding more financial stress. MBA should come after stronger experience and financial clarity. First solve earning, then specialize.""",,,
I feel mentally exhausted due to depression and anxiety. I need help choosing between family business and bank exam preparation.,"""Depression and anxiety make long isolated exam preparation much harder to survive emotionally. Family business is usually better than bank exam preparation if it offers support, stability, and a healthier environment because it reduces uncertainty while keeping you productive. Exams demand patience and emotional strength that may feel too heavy right now. Stability helps healing.""",,,
"Everyone around me seems ahead and because of confusion between passion and stability, I cannot choose between family business and MBA preparation.","""Confusion between passion and stability often makes MBA look more impressive and family business feel ordinary, but ordinary can build stronger futures. Family business is better if it offers real responsibility, learning, and financial security because practical growth matters more than labels. MBA works best after clarity and purpose. First understand your direction, then invest.""",,,
I am worried about government exam pressure from family and I am confused between study abroad and remote work. Please suggest the best decision.,"""Government exam pressure from family often makes study abroad feel like escape, but escape is not always the answer. Remote work is better because it gives income, flexibility, and independence without the emotional and financial burden of moving abroad too early. Study abroad should come from purpose, not pressure. Practical stability matters more right now.""",,,
I want long-term growth but confusion between passion and stability is making me choose between MBA preparation and internship preparation.,"""Confusion between passion and stability often makes MBA feel safer and internships feel too small, but real-world exposure creates better clarity. Internship preparation is better because it helps you test your strengths, gain confidence, and understand your career direction before another expensive academic commitment. MBA works best after experience. First work, then decide.""","Because of confusion between passion and stability, focusing on MBA preparation can strengthen your long-term career growth and professional opportunities. Even if internship preparation seems practical right now, strong academic planning often creates better future stability. Choose discipline, consistency, and long-term vision over short-term fear.",,
I am struggling with lack of self-confidence and I cannot decide between study abroad and upskilling first. Please guide me.,"""Lack of self-confidence makes study abroad look like a fresh start, but confidence does not come from changing countries. Upskilling first is better because stronger practical skills create real belief in yourself and better opportunities without the financial burden of going abroad too early. First become ready, then think global. Confidence should come from competence.""","Because of lack of self-confidence, focusing on study abroad can strengthen your long-term career growth and professional opportunities. Even if upskilling first seems practical right now, strong academic planning often creates better future stability. Choose discipline, consistency, and long-term vision over short-term fear.",,
I feel mentally exhausted due to placement rejection. I need help choosing between bank exam preparation and study abroad.,"""Placement rejection can make study abroad feel like the only respectable next step, but emotional decisions become expensive quickly. Bank exam preparation is better if your goal is long-term stability and you are ready for disciplined preparation because it gives a clear target without the heavy cost of going abroad too early. Choose commitment, not emotional reaction.""",,,
"Due to financial guilt for not earning, I feel lost and unsure whether I should choose stable job or higher studies.","""Financial guilt for not earning makes delayed results much harder to tolerate. A stable job is better than higher studies because it gives immediate income, routine, and confidence while reducing family pressure faster than another academic commitment. Higher studies should come with purpose and financial readiness. Responsibility should come before specialization.""",,,
"Because of startup failure fear, I feel stuck choosing between startup idea and higher studies. What should I do?","""Startup failure fear usually means your mind is asking for structure before risk. Higher studies are better than starting a startup right now because they provide guided growth, stronger skills, and a safer long-term path without immediate financial uncertainty. A startup should come from confidence, not fear. First strengthen yourself, then take bigger risks.""",,,
I feel pressure because of toxic relationship. Can you help me decide between bank exam preparation and upskilling first?,"""Toxic relationships create emotional instability, and long isolated exam preparation often makes that pressure worse. Upskilling first is better than bank exam preparation because it gives faster visible progress, practical confidence, and career movement without years of waiting. Exams need deep patience that emotional stress can weaken. Progress with structure supports healing.""",,,
Life feels confusing because of family health problems. Is higher studies better than startup idea for my future?,"""Family health problems make high-risk decisions emotionally expensive. Higher studies are better than a startup idea because they provide structure, guided growth, and safer long-term opportunities without the uncertainty of entrepreneurship. Startups demand emotional freedom that responsibilities often reduce. Stability should support your ambition, not fight it.""",,,
I want long-term growth but career confusion after graduation is making me choose between study abroad and government exam preparation.,"""Career confusion after graduation often makes both study abroad and government exams feel like escape routes instead of real plans. Government exam preparation is better only if you genuinely want that career and can stay disciplined for years; otherwise study abroad without clarity becomes expensive delay. Do not choose either path to avoid decisions. Direction should come first.""","Because of career confusion after graduation, focusing on study abroad can strengthen your long-term career growth and professional opportunities. Even if government exam preparation seems practical right now, strong academic planning often creates better future stability. Choose discipline, consistency, and long-term vision over short-term fear.",,
I am worried about placement rejection and I am confused between MBA preparation and self-learning and projects. Please suggest the best decision.,"""Placement rejection often pushes students toward another degree too quickly, but clarity matters more than reaction. Self-learning and projects are better than MBA preparation because they strengthen your profile, improve practical skills, and create employability without another expensive academic commitment. MBA should come after experience and purpose. First fix the foundation, then invest bigger.""","Because of placement rejection, focusing on MBA preparation can strengthen your long-term career growth and professional opportunities. Even if self-learning and projects seems practical right now, strong academic planning often creates better future stability. Choose discipline, consistency, and long-term vision over short-term fear.",,
I am struggling with backlogs in multiple subjects and I cannot decide between self-learning and projects and startup idea. Please guide me.,"""Backlogs in multiple subjects already show that a startup idea may add more chaos than growth. Self-learning and projects are better because they help rebuild skills, confidence, and employability without the financial and emotional risk of entrepreneurship. Startups need stronger discipline and clarity. First strengthen your basics, then think bigger.""","With backlogs in multiple subjects affecting your confidence, starting with self-learning and projects is a smart way to rebuild control and self-belief. Skill development creates opportunities that remain valuable regardless of future decisions. Once you gain confidence and practical exposure, moving toward startup idea becomes much easier and less risky.",,
My family is pressuring me because of financial guilt for not earning. Should I focus on government exam preparation or stable job?,"""Financial guilt for not earning makes delayed exam results harder to tolerate. A stable job is better than government exam preparation because it gives immediate income, routine, and practical growth without years of uncertain waiting. Exams are valuable only when finances allow patience. Right now, responsibility should come before delayed security.""",,,
"Because of depression and anxiety, I feel stuck choosing between government exam preparation and stable job. What should I do?","""Depression and anxiety make long exam preparation emotionally heavier because government exams demand patience, isolation, and years of uncertainty. A stable job is usually the better choice because it gives routine, income, and emotional grounding without the pressure of waiting for one result. Right now, your mind needs structure and visible progress more than delayed security. Stability helps healing happen faster.""",,,
"Because of long-distance relationship stress, I feel stuck choosing between freelancing and software job. What should I do?","""Long-distance relationship stress already drains emotional energy, so freelancing can add unnecessary instability. A software job is better because it gives fixed income, professional structure, and stronger emotional balance without depending fully on clients and self-discipline from day one. Freelancing works best after confidence and stability are stronger. First protect peace, then choose freedom.""",,,
My family is pressuring me because of coding skill gap. Should I focus on family business or software job?,"""Coding skill gaps should be solved through real exposure, not by staying only in comfort zones. A software job is better than family business if your basics are strong enough because it helps you build independent confidence, technical growth, and industry understanding faster. Family business can remain an option later. First prove your own capability.""",,,
I feel pressure because of family financial pressure. Can you help me decide between family business and higher studies?,"""Family financial pressure changes the priority from ambition to responsibility. Family business is usually better than higher studies because it offers immediate income, practical support, and stability without adding more financial burden through another degree. Higher studies should come when finances and clarity are stronger. Right now, contribution matters more than qualification.""",,,
Life feels confusing because of startup failure fear. Is upskilling first better than internship preparation for my future?,"""Startup failure fear usually means your mind needs stronger preparation before stepping into competitive spaces. Upskilling first is better than internship preparation because it helps you strengthen fundamentals, rebuild confidence, and prepare for better opportunities instead of entering interviews unprepared. Internships work best after stronger readiness. First become capable, then compete.""",,,
My family is pressuring me because of family health problems. Should I focus on self-learning and projects or bank exam preparation?,"""Family health problems make emotional stability and availability more important than long isolated preparation. Self-learning and projects are better than bank exam preparation because they allow flexible growth while helping you stay present for responsibilities at home. Exams demand deep patience and long-term focus that may feel too heavy right now. Adaptability matters more than delayed security.""","When family health problems exist, emotional and financial pressure becomes very heavy. In such situations, practical decisions matter most. Supporting your family while protecting your long-term career path should be the priority. Stability first, growth next.",,
I feel mentally exhausted due to peer pressure. I need help choosing between higher studies and self-learning and projects.,"""Peer pressure often makes higher studies look more impressive than practical growth. Self-learning and projects are better because they help you build real skills, confidence, and employability without another expensive academic commitment chosen from comparison. Degrees should come with purpose, not pressure. Real progress matters more than appearance.""","Because of peer pressure, focusing on higher studies can strengthen your long-term career growth and professional opportunities. Even if self-learning and projects seems practical right now, strong academic planning often creates better future stability. Choose discipline, consistency, and long-term vision over short-term fear.",,
"Because of mental burnout, I feel stuck choosing between family business and research career. What should I do?","""Mental burnout and research careers are a difficult combination because research demands deep patience, focus, and long-term academic commitment. Family business is better if it offers stability, support, and practical responsibility because it reduces uncertainty while keeping you productive. Research should come from passion, not exhaustion. Stability first creates stronger future choices.""",,,
"Everyone around me seems ahead and because of backlogs in multiple subjects, I cannot choose between higher studies and research career.","""Backlogs in multiple subjects already show that another deep academic commitment may create more pressure than progress. Higher studies are better than a research career only if they directly improve employability and help rebuild your academic base, because research demands stronger academic consistency. Do not choose research as an escape. First repair your foundation, then specialize.""",,,
I am struggling with government exam pressure from family and I cannot decide between study abroad and MBA preparation. Please guide me.,"""Government exam pressure from family often makes both study abroad and MBA feel like escape routes instead of real goals. MBA preparation is usually better because it offers structured career growth closer to home without the emotional and financial uncertainty of going abroad too early. Study abroad should come from strong purpose, not family pressure. Clarity should guide the degree.""",,,
I am struggling with relationship breakup and I cannot decide between MBA preparation and software job. Please guide me.,"""Relationship breakups create emotional instability, and another long academic commitment often increases that pressure. A software job is better than MBA preparation because it gives routine, income, and practical growth while helping you rebuild confidence through real work. MBA should come after emotional clarity and stronger purpose. Stability supports healing better than delay.""",,,
I am worried about fear of disappointing parents and I am confused between higher studies and remote work. Please suggest the best decision.,"""Fear of disappointing parents often makes higher studies feel like the safest respectable answer, but earning and independence matter too. Remote work is better because it gives income, flexibility, and professional growth without another expensive academic commitment chosen only for approval. Higher studies should come with clear purpose, not guilt. Respect should not cost your peace.""",,,
"Everyone around me seems ahead and because of confusion between passion and stability, I cannot choose between software job and freelancing.","""Confusion between passion and stability often makes freelancing look exciting and software jobs feel ordinary, but ordinary builds stronger foundations. A software job is better because it gives stable income, professional growth, and discipline while freelancing without strong confidence often creates stress. Freedom works better after stronger preparation. Stability should come before flexibility.""",,,
I feel pressure because of social media distraction. Can you help me decide between higher studies and study abroad?,"""Social media distraction and big academic decisions are a dangerous mix because unclear focus leads to expensive mistakes. Higher studies are usually better than study abroad because they offer structured growth without the financial and emotional burden of moving abroad too early. Study abroad should come with strong clarity and discipline. First control focus, then expand choices.""",,,
"Everyone around me seems ahead and because of peer pressure, I cannot choose between bank exam preparation and family business.","""Peer pressure can make bank exams look more respectable and family business feel ordinary, but respect comes from responsibility, not titles. Family business is better if it offers real growth, support, and financial stability because practical contribution matters more than social comparison. Exams should come from genuine interest, not competition with others. Choose peace over appearance.""",,,
Life feels confusing because of low CGPA. Is stable job better than higher studies for my future?,"""Low CGPA often makes higher studies harder because another degree without stronger fundamentals only delays the real problem. A stable job is usually better because it gives income, practical exposure, and confidence while helping you learn through real responsibility. Higher studies should come after stronger clarity and readiness. Work first, then specialize.""",,,
"Because of study abroad confusion, I feel stuck choosing between research career and upskilling first. What should I do?","""Study abroad confusion usually means the goal is unclear, and unclear goals make research careers risky. Upskilling first is better than a research career because it strengthens practical skills, improves employability, and helps you make decisions from confidence instead of confusion. Research should come from genuine academic passion. First build clarity, then choose depth.""",,,
I feel mentally exhausted due to career confusion after graduation. I need help choosing between bank exam preparation and startup idea.,"""Career confusion after graduation makes startup ideas look exciting and bank exams look safe, but clarity matters more than image. Bank exam preparation is better if your priority is long-term stability and you are ready for disciplined preparation, because startups demand strong confidence and risk tolerance. Do not choose uncertainty when direction is already unclear. Stability should come first.""",,,
I feel mentally exhausted due to toxic college environment. I need help choosing between freelancing and self-learning and projects.,"""Toxic college environments often make freelancing feel like escape, but freedom without structure creates more confusion. Self-learning and projects are better because they help you rebuild skills, confidence, and direction without depending fully on unstable client work. Freelancing works best after stronger capability is built. First strengthen yourself, then choose independence.""","Since you are dealing with toxic college environment, choosing freelancing first may provide immediate stability and reduce pressure. This helps you manage present responsibilities while keeping self-learning and projects as a long-term goal. Financial security creates confidence, and once stability improves, future academic or personal growth becomes much easier to pursue.",,
"Everyone around me seems ahead and because of fear of disappointing parents, I cannot choose between MBA preparation and software job.","""Fear of disappointing parents often makes MBA feel more respectable than real work, but respect without clarity creates regret. A software job is better because it gives income, practical growth, and independence while helping you understand whether further study is truly needed. MBA should come after experience, not pressure. Action builds confidence faster than approval.""",,,
Life feels confusing because of relationship breakup. Is family business better than internship preparation for my future?,"""Relationship breakups create emotional instability, and internships can feel too competitive during that phase. Family business is often better because it gives support, familiarity, and less uncertainty while helping you stay productive and recover mentally. Internship preparation can come later with stronger focus. Healing and career growth should happen together.""",,,
"Because of study abroad confusion, I feel stuck choosing between stable job and higher studies. What should I do?","""Study abroad confusion often hides a deeper lack of career clarity. A stable job is better than higher studies because it gives income, real-world exposure, and stronger confidence before investing in another academic commitment. Higher studies should come with purpose, not confusion. First work, then decide if more education is truly needed.""",,,
I want long-term growth but relationship breakup is making me choose between software job and study abroad.,"""Relationship breakup makes big decisions feel urgent, but emotional pain should not choose your future. A software job is better than study abroad because it gives immediate growth, income, and routine while helping you rebuild confidence close to familiar support systems. Study abroad should come from purpose, not emotional escape. Stability protects long-term growth.""","A breakup can make everything feel unstable, but temporary emotional pain should not permanently damage your academic future. Focus first on emotional recovery, healthy boundaries, and rebuilding confidence. Career stability and self-growth will help you recover faster than emotional overthinking.",,
Life feels confusing because of family health problems. Is government exam preparation better than startup idea for my future?,"""Family health problems make high-risk decisions emotionally expensive. Government exam preparation is usually better than a startup idea because it offers a defined path and long-term stability, while startups demand financial freedom and emotional energy that responsibilities often reduce. Big risks need strong peace first. Stability should support your ambition.""",,,
I am worried about placement rejection and I am confused between study abroad and government exam preparation. Please suggest the best decision.,"""Placement rejection can make study abroad feel like the only respectable next step, but emotional decisions become expensive quickly. Government exam preparation is better only if you genuinely want that career and can stay disciplined for years; otherwise study abroad without clarity becomes delayed confusion. Do not let rejection decide your future. Commitment should come before comparison.""",,,
My family is pressuring me because of scholarship rejection. Should I focus on government exam preparation or study abroad?,"""Scholarship rejection often makes study abroad feel like unfinished business, but forcing it can create more pressure. Government exam preparation is better if your goal is long-term stability and financial security because it provides a clearer path without heavy educational expenses. Study abroad should come from readiness, not disappointment. Choose security before expansion.""",,,
"Everyone around me seems ahead and because of peer pressure, I cannot choose between remote work and software job.","""Peer pressure can make remote work look modern and software jobs feel ordinary, but strong careers are built through consistency, not trends. A software job is better because it gives clearer structure, stronger mentorship, and stable professional growth while remote work often needs more self-discipline early on. First build your base, then choose flexibility.""",,,
Life feels confusing because of fear of disappointing parents. Is study abroad better than freelancing for my future?,"""Fear of disappointing parents often makes study abroad look like success and freelancing feel uncertain, but practical reality matters more than image. Study abroad is better only if it clearly improves your career path and finances are strong; otherwise freelancing without preparation becomes unstable. Do not choose distance for approval alone. Purpose should decide the move.""",,,
Life feels confusing because of backlogs in multiple subjects. Is startup idea better than government exam preparation for my future?,"""Backlogs in multiple subjects and startup ideas together usually create more chaos than growth. Government exam preparation is better because it offers structure, discipline, and a defined path, while startups demand confidence and risk tolerance that weak academic foundations rarely support. Big risks need strong basics first. Stability should come before experimentation.""",,,
I want long-term growth but relationship breakup is making me choose between remote work and stable job.,"""Relationship breakup creates emotional exhaustion, so your career path should reduce pressure, not increase it. Remote work is better than a stable job if it offers similar security because it gives flexibility, personal space, and professional growth while helping you recover emotionally. A healthier environment improves performance faster. Peace and progress should go together.""","A breakup can make everything feel unstable, but temporary emotional pain should not permanently damage your academic future. Focus first on emotional recovery, healthy boundaries, and rebuilding confidence. Career stability and self-growth will help you recover faster than emotional overthinking.",,
"Due to toxic relationship, I feel lost and unsure whether I should choose stable job or research career.","""Toxic relationships create emotional instability, and research careers demand deep patience, focus, and long-term academic commitment. A stable job is usually the better choice because it gives routine, income, and emotional grounding without adding more uncertainty to your life. Research should come from genuine passion, not while you are mentally drained. Right now, stability will protect your future better than academic depth.""",,,
I want long-term growth but scholarship rejection is making me choose between self-learning and projects and study abroad.,"""Scholarship rejection can make study abroad feel like unfinished success, but emotional decisions become expensive quickly. Self-learning and projects are better because they help you rebuild skills, strengthen your profile, and create confidence without the heavy financial burden of going abroad too early. Study abroad should come from strong purpose, not disappointment. First build proof, then think global.""",learning and projects and study abroad.,"With scholarship rejection affecting your confidence, starting with self-learning and projects is a smart way to rebuild control and self-belief. Skill development creates opportunities that remain valuable regardless of future decisions. Once you gain confidence and practical exposure, moving toward study abroad becomes much easier and less risky.",
I feel pressure because of loan pressure for education. Can you help me decide between stable job and family business?,"""Loan pressure for education makes delayed income risky, so financial stability should come first. A stable job is better than family business if it gives predictable income and helps you build independent confidence without depending fully on home responsibilities. Family business remains valuable, but financial pressure needs faster clarity and structure. Responsibility should guide the decision.""",,,
My family is pressuring me because of career confusion after graduation. Should I focus on family business or upskilling first?,"""Career confusion after graduation often makes family business feel like settling and upskilling feel like delay. Upskilling first is usually better because stronger practical skills create confidence, employability, and clearer decision-making before committing to a long-term path. Family business can remain an option later. First build your own capability, then choose where to apply it.""",,,
"Because of social media distraction, I feel stuck choosing between MBA preparation and self-learning and projects. What should I do?","""Social media distraction and MBA preparation are a dangerous mix because expensive academic decisions need strong focus and purpose. Self-learning and projects are better because they create smaller wins, practical confidence, and discipline without the pressure of another degree. MBA should come after clarity, not while attention is scattered. First rebuild focus, then invest bigger.""",,,
"Everyone around me seems ahead and because of coding skill gap, I cannot choose between stable job and software job.","""Coding skill gaps should be fixed through real growth, not comparison with others. A software job is better than a stable job if your basics are already strong enough because it gives technical exposure, faster learning, and stronger long-term growth in your field. Stable jobs feel safer, but skill-based growth creates bigger opportunities. Choose progress, not only comfort.""",,,
"Everyone around me seems ahead and because of mental burnout, I cannot choose between internship preparation and upskilling first.","""Mental burnout makes constant competition harder, so your next step should reduce pressure, not increase it. Upskilling first is better than internship preparation because it allows flexible learning, smaller goals, and time to recover without the repeated stress of interviews and rejection. Internships work better when confidence and energy are stronger. First rebuild yourself, then compete.""",,,
My family is pressuring me because of financial guilt for not earning. Should I focus on upskilling first or government exam preparation?,"""Financial guilt for not earning makes long exam preparation emotionally difficult to sustain. Upskilling first is better than government exam preparation because it creates faster employability, practical confidence, and income opportunities without years of waiting for one result. Exams are valuable only when finances allow patience. Right now, earning matters more than delayed security.""",,,
Life feels confusing because of peer pressure. Is upskilling first better than government exam preparation for my future?,"""Peer pressure often makes government exams look more respectable than practical skill-building, but respect without interest creates burnout. Upskilling first is better because stronger skills improve employability, confidence, and career flexibility before committing years to exam preparation. Government exams should come from genuine purpose, not comparison. Build clarity before commitment.""",,,
Life feels confusing because of backlogs in multiple subjects. Is government exam preparation better than self-learning and projects for my future?,"""Backlogs in multiple subjects already show that your foundation needs repair before long isolated exam preparation. Self-learning and projects are better than government exam preparation because they rebuild real skills, confidence, and employability faster without depending on years of uncertain results. Exams should come after stronger basics. First strengthen your base, then choose bigger goals.""","Since you are dealing with backlogs in multiple subjects, choosing government exam preparation first may provide immediate stability and reduce pressure. This helps you manage present responsibilities while keeping self-learning and projects as a long-term goal. Financial security creates confidence, and once stability improves, future academic or personal growth becomes much easier to pursue.",,
I want long-term growth but low CGPA is making me choose between software job and internship preparation.,"""Low CGPA can make internships feel smaller than full-time jobs, but long-term growth needs the right starting point. Internship preparation is better than directly chasing a software job if your confidence and practical exposure are still weak because internships help you learn with guidance and less pressure. Strong beginnings create stronger careers. First prepare, then scale.""","Since you are dealing with low CGPA, choosing software job first may provide immediate stability and reduce pressure. This helps you manage present responsibilities while keeping internship preparation as a long-term goal. Financial security creates confidence, and once stability improves, future academic or personal growth becomes much easier to pursue.",,
Life feels confusing because of lack of motivation. Is startup idea better than upskilling first for my future?,"""Lack of motivation and startup ideas are a dangerous combination because entrepreneurship demands discipline, consistency, and emotional resilience from day one. Upskilling first is better because it creates structure, smaller wins, and stronger confidence without the heavy uncertainty of building something from zero. A startup should come from readiness, not restlessness. Stability protects ambition.""",,,
"Because of comparison with friends, I feel stuck choosing between research career and upskilling first. What should I do?","""Comparison with friends often makes research careers look more meaningful than practical growth, but image should never decide your future. Upskilling first is better because it improves employability, confidence, and helps you discover your real strengths before committing to a long academic path. Research should come from genuine curiosity, not comparison. First build clarity, then choose depth.""",,,
Life feels confusing because of family business pressure. Is government exam preparation better than remote work for my future?,"""Family business pressure can make government exams feel like the only respectable escape, but delayed results can increase stress. Remote work is usually better because it gives income, flexibility, and independence without years of uncertain preparation. Government exams should be chosen only with genuine interest and patience. Stability through action matters more than waiting.""",,,
"Because of government exam pressure from family, I feel stuck choosing between software job and MBA preparation. What should I do?","""Government exam pressure from family often makes MBA look like a safer escape, but long-term success needs practical clarity. A software job is better than MBA preparation because it gives immediate income, real-world exposure, and stronger confidence before investing in another expensive degree. MBA works best after experience and purpose. First work, then specialize.""",,,
Life feels confusing because of backlogs in multiple subjects. Is freelancing better than MBA preparation for my future?,"""Backlogs in multiple subjects make freelancing risky because unstable income and weak confidence create more pressure. MBA preparation is better only if it clearly improves employability and you are ready for disciplined academic growth, because freelancing without strong skills often becomes frustration. Freedom works best after preparation. First build structure, then choose flexibility.""",,,
I am worried about family health problems and I am confused between software job and remote work. Please suggest the best decision.,"""Family health problems make emotional balance and availability more important than aggressive career moves. Remote work is better than a software job if it offers similar growth because it gives flexibility, income, and the ability to stay present for responsibilities at home. A healthier environment improves long-term performance. Stability and support should guide your choice.""",,,
My family is pressuring me because of internship rejection. Should I focus on internship preparation or research career?,"""Internship rejection can make research careers look more meaningful, but rejection should improve preparation, not change direction emotionally. Internship preparation is better because it helps you strengthen skills, gain practical exposure, and stay aligned with real industry growth. Research should come from passion, not disappointment. One rejection should not decide your future.""",,,
I feel mentally exhausted due to low CGPA. I need help choosing between higher studies and family business.,"""Low CGPA makes higher studies emotionally heavy because another degree without stronger basics often creates more frustration. Family business is usually better because it offers stability, responsibility, and practical growth while giving you time to rebuild confidence without academic pressure. Higher studies should come after clarity and stronger preparation. Stability first helps confidence return.""",,,
"Because of confusion between passion and stability, I feel stuck choosing between stable job and family business. What should I do?","""Confusion between passion and stability often makes family business feel safe and stable jobs feel ordinary, but ordinary often creates stronger independence. A stable job is better because it gives your own identity, income, and professional growth without depending fully on inherited responsibility. Family business remains valuable, but independence creates clearer self-belief. First stand on your own feet.""",,,
I am struggling with placement rejection and I cannot decide between bank exam preparation and family business. Please guide me.,"""Placement rejection can make family business feel like giving up and bank exams feel like the only respected option. Family business is better if it offers real responsibility and financial stability because it keeps you moving forward without years of uncertain exam preparation chosen from frustration. Exams should come from genuine interest, not disappointment. Practical progress matters more than image.""",,,
I feel mentally exhausted due to toxic college environment. I need help choosing between study abroad and research career.,"""Toxic college environments make research careers emotionally heavier because research keeps you longer inside the same academic pressure and demands deep patience. Study abroad is usually the better choice because it gives a fresh environment, broader exposure, and a healthier mental reset while still supporting long-term growth. Research should come from passion, not exhaustion. Sometimes changing the environment is the first real career decision.""",,,
I feel mentally exhausted due to parental expectations. I need help choosing between freelancing and internship preparation.,"""Parental expectations often make freelancing feel irresponsible, but complete freedom without structure can increase stress when you are already mentally exhausted. Internship preparation is the better choice because it gives guidance, professional exposure, and a clearer path toward independence without the uncertainty of unstable income. Freelancing works best after stronger confidence and proven skills. First build your base, then choose freedom.""",,,
Life feels confusing because of low CGPA. Is higher studies better than bank exam preparation for my future?,"""Low CGPA makes higher studies risky when the academic foundation is already weak. Bank exam preparation is usually the better choice because it rewards discipline and consistency more than past grades and gives a clearer path toward long-term stability. Another degree without clarity often becomes expensive delay. First choose a path where your present weakness matters less.""",,,
"Due to fear of disappointing parents, I feel lost and unsure whether I should choose government exam preparation or internship preparation.","""Fear of disappointing parents often pushes students toward government exams for approval, not for real interest. Internship preparation is better if your goal is practical growth and faster independence because it gives real-world exposure and helps you prove yourself through action, not years of waiting. Exams should come from genuine commitment. Respect should not cost your own direction.""",,,
