input_text,target_label,target_output
"I am worried about short term work and long term study, and also family dependency, so I feel a balanced plan between both choices is better, while I am worried about my future stability ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel pressured by job and studies together, and also academic growth, so I feel a balanced plan between both choices is better, and it is reducing my motivation every day ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I am trying to handle part time work with learning, and also low confidence, so I feel a balanced plan between both choices is better, and I need better clarity before moving forward ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I am dealing with career and education balance, and also lack of focus, so I feel a balanced plan between both choices is better, and it is affecting my confidence ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Recently I have been facing financial stability with masters, and also rent and living costs, so I feel a balanced plan between both choices is better, and I cannot decide what to do next ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"These days I am struggling with earning while preparing, and also career through education, so I feel a balanced plan between both choices is better, which is disturbing my peace of mind ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel stuck because of work and exam balance, and also relationship stress, so I feel a balanced plan between both choices is better, and my family expects quick decisions ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"My current problem is job plus future education, and also project submission stress, so I feel a balanced plan between both choices is better, and I want a practical long term solution ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I am worried about practical career planning, and also supporting parents, so I feel a balanced plan between both choices is better, while I am worried about my future stability ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel pressured by income with preparation, and also postgraduate ambitions, so I feel a balanced plan between both choices is better, and it is reducing my motivation every day ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I am trying to handle short term work and long term study, and also constant overthinking, so I feel a balanced plan between both choices is better, and I need better clarity before moving forward ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I am dealing with job and studies together, and also exam pressure, so I feel a balanced plan between both choices is better, and it is affecting my confidence ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Recently I have been facing part time work with learning, and also family financial pressure, so I feel a balanced plan between both choices is better, and I cannot decide what to do next ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"These days I am struggling with career and education balance, and also research interest, so I feel a balanced plan between both choices is better, which is disturbing my peace of mind ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel stuck because of financial stability with masters, and also anxiety and confusion, so I feel a balanced plan between both choices is better, and my family expects quick decisions ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"My current problem is earning while preparing, and also poor concentration, so I feel a balanced plan between both choices is better, and I want a practical long term solution ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I am worried about work and exam balance, and also loan repayment stress, so I feel a balanced plan between both choices is better, while I am worried about my future stability ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel pressured by job plus future education, and also specialization goals, so I feel a balanced plan between both choices is better, and it is reducing my motivation every day ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I am trying to handle practical career planning, and also emotional burnout, so I feel a balanced plan between both choices is better, and I need better clarity before moving forward ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I am dealing with income with preparation, and also study routine problems, so I feel a balanced plan between both choices is better, and it is affecting my confidence ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Recently I have been facing short term work and long term study, and also family dependency, so I feel a balanced plan between both choices is better, and I cannot decide what to do next ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"These days I am struggling with job and studies together, and also academic growth, so I feel a balanced plan between both choices is better, which is disturbing my peace of mind ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel stuck because of part time work with learning, and also low confidence, so I feel a balanced plan between both choices is better, and my family expects quick decisions ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"My current problem is career and education balance, and also lack of focus, so I feel a balanced plan between both choices is better, and I want a practical long term solution ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I am worried about financial stability with masters, and also rent and living costs, so I feel a balanced plan between both choices is better, while I am worried about my future stability ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel pressured by earning while preparing, and also career through education, so I feel a balanced plan between both choices is better, and it is reducing my motivation every day ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I am trying to handle work and exam balance, and also relationship stress, so I feel a balanced plan between both choices is better, and I need better clarity before moving forward ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I am dealing with job plus future education, and also project submission stress, so I feel a balanced plan between both choices is better, and it is affecting my confidence ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Recently I have been facing practical career planning, and also supporting parents, so I feel a balanced plan between both choices is better, and I cannot decide what to do next ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"These days I am struggling with income with preparation, and also postgraduate ambitions, so I feel a balanced plan between both choices is better, which is disturbing my peace of mind ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel stuck because of short term work and long term study, and also constant overthinking, so I feel a balanced plan between both choices is better, and my family expects quick decisions ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"My current problem is job and studies together, and also exam pressure, so I feel a balanced plan between both choices is better, and I want a practical long term solution ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I am worried about part time work with learning, and also family financial pressure, so I feel a balanced plan between both choices is better, while I am worried about my future stability ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel pressured by career and education balance, and also research interest, so I feel a balanced plan between both choices is better, and it is reducing my motivation every day ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I am trying to handle financial stability with masters, and also anxiety and confusion, so I feel a balanced plan between both choices is better, and I need better clarity before moving forward ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I am dealing with earning while preparing, and also poor concentration, so I feel a balanced plan between both choices is better, and it is affecting my confidence ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Recently I have been facing work and exam balance, and also loan repayment stress, so I feel a balanced plan between both choices is better, and I cannot decide what to do next ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"These days I am struggling with job plus future education, and also specialization goals, so I feel a balanced plan between both choices is better, which is disturbing my peace of mind ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel stuck because of practical career planning, and also emotional burnout, so I feel a balanced plan between both choices is better, and my family expects quick decisions ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"My current problem is income with preparation, and also study routine problems, so I feel a balanced plan between both choices is better, and I want a practical long term solution ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I am worried about short term work and long term study, and also family dependency, so I feel a balanced plan between both choices is better, while I am worried about my future stability ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel pressured by job and studies together, and also academic growth, so I feel a balanced plan between both choices is better, and it is reducing my motivation every day ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I am trying to handle part time work with learning, and also low confidence, so I feel a balanced plan between both choices is better, and I need better clarity before moving forward ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I am dealing with career and education balance, and also lack of focus, so I feel a balanced plan between both choices is better, and it is affecting my confidence ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Recently I have been facing financial stability with masters, and also rent and living costs, so I feel a balanced plan between both choices is better, and I cannot decide what to do next ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"These days I am struggling with earning while preparing, and also career through education, so I feel a balanced plan between both choices is better, which is disturbing my peace of mind ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel stuck because of work and exam balance, and also relationship stress, so I feel a balanced plan between both choices is better, and my family expects quick decisions ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"My current problem is job plus future education, and also project submission stress, so I feel a balanced plan between both choices is better, and I want a practical long term solution ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I am worried about practical career planning, and also supporting parents, so I feel a balanced plan between both choices is better, while I am worried about my future stability ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel pressured by income with preparation, and also postgraduate ambitions, so I feel a balanced plan between both choices is better, and it is reducing my motivation every day ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I am trying to handle short term work and long term study, and also constant overthinking, so I feel a balanced plan between both choices is better, and I need better clarity before moving forward ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I am dealing with job and studies together, and also exam pressure, so I feel a balanced plan between both choices is better, and it is affecting my confidence ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Recently I have been facing part time work with learning, and also family financial pressure, so I feel a balanced plan between both choices is better, and I cannot decide what to do next ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"These days I am struggling with career and education balance, and also research interest, so I feel a balanced plan between both choices is better, which is disturbing my peace of mind ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel stuck because of financial stability with masters, and also anxiety and confusion, so I feel a balanced plan between both choices is better, and my family expects quick decisions ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"My current problem is earning while preparing, and also poor concentration, so I feel a balanced plan between both choices is better, and I want a practical long term solution ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I am worried about work and exam balance, and also loan repayment stress, so I feel a balanced plan between both choices is better, while I am worried about my future stability ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel pressured by job plus future education, and also specialization goals, so I feel a balanced plan between both choices is better, and it is reducing my motivation every day ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I am trying to handle practical career planning, and also emotional burnout, so I feel a balanced plan between both choices is better, and I need better clarity before moving forward ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I am dealing with income with preparation, and also study routine problems, so I feel a balanced plan between both choices is better, and it is affecting my confidence ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Recently I have been facing short term work and long term study, and also family dependency, so I feel a balanced plan between both choices is better, and I cannot decide what to do next ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"These days I am struggling with job and studies together, and also academic growth, so I feel a balanced plan between both choices is better, which is disturbing my peace of mind ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel stuck because of part time work with learning, and also low confidence, so I feel a balanced plan between both choices is better, and my family expects quick decisions ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"My current problem is career and education balance, and also lack of focus, so I feel a balanced plan between both choices is better, and I want a practical long term solution ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I am worried about financial stability with masters, and also rent and living costs, so I feel a balanced plan between both choices is better, while I am worried about my future stability ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel pressured by earning while preparing, and also career through education, so I feel a balanced plan between both choices is better, and it is reducing my motivation every day ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I am trying to handle work and exam balance, and also relationship stress, so I feel a balanced plan between both choices is better, and I need better clarity before moving forward ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I am dealing with job plus future education, and also project submission stress, so I feel a balanced plan between both choices is better, and it is affecting my confidence ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Recently I have been facing practical career planning, and also supporting parents, so I feel a balanced plan between both choices is better, and I cannot decide what to do next ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"These days I am struggling with income with preparation, and also postgraduate ambitions, so I feel a balanced plan between both choices is better, which is disturbing my peace of mind ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel stuck because of short term work and long term study, and also constant overthinking, so I feel a balanced plan between both choices is better, and my family expects quick decisions ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"My current problem is job and studies together, and also exam pressure, so I feel a balanced plan between both choices is better, and I want a practical long term solution ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I am worried about part time work with learning, and also family financial pressure, so I feel a balanced plan between both choices is better, while I am worried about my future stability ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel pressured by career and education balance, and also research interest, so I feel a balanced plan between both choices is better, and it is reducing my motivation every day ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I am trying to handle financial stability with masters, and also anxiety and confusion, so I feel a balanced plan between both choices is better, and I need better clarity before moving forward ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I am dealing with earning while preparing, and also poor concentration, so I feel a balanced plan between both choices is better, and it is affecting my confidence ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Recently I have been facing work and exam balance, and also loan repayment stress, so I feel a balanced plan between both choices is better, and I cannot decide what to do next ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"These days I am struggling with job plus future education, and also specialization goals, so I feel a balanced plan between both choices is better, which is disturbing my peace of mind ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel stuck because of practical career planning, and also emotional burnout, so I feel a balanced plan between both choices is better, and my family expects quick decisions ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"My current problem is income with preparation, and also study routine problems, so I feel a balanced plan between both choices is better, and I want a practical long term solution ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I am worried about short term work and long term study, and also family dependency, so I feel a balanced plan between both choices is better, while I am worried about my future stability ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel pressured by job and studies together, and also academic growth, so I feel a balanced plan between both choices is better, and it is reducing my motivation every day ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I am trying to handle part time work with learning, and also low confidence, so I feel a balanced plan between both choices is better, and I need better clarity before moving forward ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I am dealing with career and education balance, and also lack of focus, so I feel a balanced plan between both choices is better, and it is affecting my confidence ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Recently I have been facing financial stability with masters, and also rent and living costs, so I feel a balanced plan between both choices is better, and I cannot decide what to do next ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"These days I am struggling with earning while preparing, and also career through education, so I feel a balanced plan between both choices is better, which is disturbing my peace of mind ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel stuck because of work and exam balance, and also relationship stress, so I feel a balanced plan between both choices is better, and my family expects quick decisions ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"My current problem is job plus future education, and also project submission stress, so I feel a balanced plan between both choices is better, and I want a practical long term solution ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I am worried about practical career planning, and also supporting parents, so I feel a balanced plan between both choices is better, while I am worried about my future stability ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel pressured by income with preparation, and also postgraduate ambitions, so I feel a balanced plan between both choices is better, and it is reducing my motivation every day ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I am trying to handle short term work and long term study, and also constant overthinking, so I feel a balanced plan between both choices is better, and I need better clarity before moving forward ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I am dealing with job and studies together, and also exam pressure, so I feel a balanced plan between both choices is better, and it is affecting my confidence ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Recently I have been facing part time work with learning, and also family financial pressure, so I feel a balanced plan between both choices is better, and I cannot decide what to do next ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"These days I am struggling with career and education balance, and also research interest, so I feel a balanced plan between both choices is better, which is disturbing my peace of mind ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel stuck because of financial stability with masters, and also anxiety and confusion, so I feel a balanced plan between both choices is better, and my family expects quick decisions ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"My current problem is earning while preparing, and also poor concentration, so I feel a balanced plan between both choices is better, and I want a practical long term solution ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I am worried about work and exam balance, and also loan repayment stress, so I feel a balanced plan between both choices is better, while I am worried about my future stability ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel pressured by job plus future education, and also specialization goals, so I feel a balanced plan between both choices is better, and it is reducing my motivation every day ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I am trying to handle practical career planning, and also emotional burnout, so I feel a balanced plan between both choices is better, and I need better clarity before moving forward ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I am dealing with income with preparation, and also study routine problems, so I feel a balanced plan between both choices is better, and it is affecting my confidence ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Recently I have been facing short term work and long term study, and also family dependency, so I feel a balanced plan between both choices is better, and I cannot decide what to do next ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"These days I am struggling with job and studies together, and also academic growth, so I feel a balanced plan between both choices is better, which is disturbing my peace of mind ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel stuck because of part time work with learning, and also low confidence, so I feel a balanced plan between both choices is better, and my family expects quick decisions ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"My current problem is career and education balance, and also lack of focus, so I feel a balanced plan between both choices is better, and I want a practical long term solution ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I am worried about financial stability with masters, and also rent and living costs, so I feel a balanced plan between both choices is better, while I am worried about my future stability ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel pressured by earning while preparing, and also career through education, so I feel a balanced plan between both choices is better, and it is reducing my motivation every day ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I am trying to handle work and exam balance, and also relationship stress, so I feel a balanced plan between both choices is better, and I need better clarity before moving forward ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I am dealing with job plus future education, and also project submission stress, so I feel a balanced plan between both choices is better, and it is affecting my confidence ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Recently I have been facing practical career planning, and also supporting parents, so I feel a balanced plan between both choices is better, and I cannot decide what to do next ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"These days I am struggling with income with preparation, and also postgraduate ambitions, so I feel a balanced plan between both choices is better, which is disturbing my peace of mind ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel stuck because of short term work and long term study, and also constant overthinking, so I feel a balanced plan between both choices is better, and my family expects quick decisions ",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I am dealing with mental exhaustion, along with exam pressure, and I feel mentally stuck and need guidance, and it is affecting my confidence ",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Recently I have been facing anxiety and confusion, along with family financial pressure, and I feel mentally stuck and need guidance, and I cannot decide what to do next ",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"These days I am struggling with depression symptoms, along with research interest, and I feel mentally stuck and need guidance, which is disturbing my peace of mind ",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel stuck because of emotional burnout, along with part time work with learning, and I feel mentally stuck and need guidance, and my family expects quick decisions ",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"My current problem is decision paralysis, along with poor concentration, and I feel mentally stuck and need guidance, and I want a practical long term solution ",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am worried about low confidence, along with loan repayment stress, and I feel mentally stuck and need guidance, while I am worried about my future stability ",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel pressured by lack of motivation, along with specialization goals, and I feel mentally stuck and need guidance, and it is reducing my motivation every day ",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am trying to handle relationship stress, along with financial stability with masters, and I feel mentally stuck and need guidance, and I need better clarity before moving forward ",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am dealing with emotional instability, along with study routine problems, and I feel mentally stuck and need guidance, and it is affecting my confidence ",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Recently I have been facing constant overthinking, along with family dependency, and I feel mentally stuck and need guidance, and I cannot decide what to do next ",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"These days I am struggling with mental exhaustion, along with academic growth, and I feel mentally stuck and need guidance, which is disturbing my peace of mind ",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel stuck because of anxiety and confusion, along with work and exam balance, and I feel mentally stuck and need guidance, and my family expects quick decisions ",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"My current problem is depression symptoms, along with lack of focus, and I feel mentally stuck and need guidance, and I want a practical long term solution ",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am worried about emotional burnout, along with rent and living costs, and I feel mentally stuck and need guidance, while I am worried about my future stability ",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel pressured by decision paralysis, along with career through education, and I feel mentally stuck and need guidance, and it is reducing my motivation every day ",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am trying to handle low confidence, along with practical career planning, and I feel mentally stuck and need guidance, and I need better clarity before moving forward ",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am dealing with lack of motivation, along with project submission stress, and I feel mentally stuck and need guidance, and it is affecting my confidence ",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Recently I have been facing relationship stress, along with supporting parents, and I feel mentally stuck and need guidance, and I cannot decide what to do next ",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"These days I am struggling with emotional instability, along with postgraduate ambitions, and I feel mentally stuck and need guidance, which is disturbing my peace of mind ",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel stuck because of constant overthinking, along with short term work and long term study, and I feel mentally stuck and need guidance, and my family expects quick decisions ",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"My current problem is mental exhaustion, along with exam pressure, and I feel mentally stuck and need guidance, and I want a practical long term solution ",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am worried about anxiety and confusion, along with family financial pressure, and I feel mentally stuck and need guidance, while I am worried about my future stability ",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel pressured by depression symptoms, along with research interest, and I feel mentally stuck and need guidance, and it is reducing my motivation every day ",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am trying to handle emotional burnout, along with part time work with learning, and I feel mentally stuck and need guidance, and I need better clarity before moving forward ",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am dealing with decision paralysis, along with poor concentration, and I feel mentally stuck and need guidance, and it is affecting my confidence ",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Recently I have been facing low confidence, along with loan repayment stress, and I feel mentally stuck and need guidance, and I cannot decide what to do next ",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"These days I am struggling with lack of motivation, along with specialization goals, and I feel mentally stuck and need guidance, which is disturbing my peace of mind ",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel stuck because of relationship stress, along with financial stability with masters, and I feel mentally stuck and need guidance, and my family expects quick decisions ",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"My current problem is emotional instability, along with study routine problems, and I feel mentally stuck and need guidance, and I want a practical long term solution ",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am worried about constant overthinking, along with family dependency, and I feel mentally stuck and need guidance, while I am worried about my future stability ",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel pressured by mental exhaustion, along with academic growth, and I feel mentally stuck and need guidance, and it is reducing my motivation every day ",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am trying to handle anxiety and confusion, along with work and exam balance, and I feel mentally stuck and need guidance, and I need better clarity before moving forward ",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am dealing with depression symptoms, along with lack of focus, and I feel mentally stuck and need guidance, and it is affecting my confidence ",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Recently I have been facing emotional burnout, along with rent and living costs, and I feel mentally stuck and need guidance, and I cannot decide what to do next ",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"These days I am struggling with decision paralysis, along with career through education, and I feel mentally stuck and need guidance, which is disturbing my peace of mind ",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel stuck because of low confidence, along with practical career planning, and I feel mentally stuck and need guidance, and my family expects quick decisions ",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"My current problem is lack of motivation, along with project submission stress, and I feel mentally stuck and need guidance, and I want a practical long term solution ",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am worried about relationship stress, along with supporting parents, and I feel mentally stuck and need guidance, while I am worried about my future stability ",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel pressured by emotional instability, along with postgraduate ambitions, and I feel mentally stuck and need guidance, and it is reducing my motivation every day ",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am trying to handle constant overthinking, along with short term work and long term study, and I feel mentally stuck and need guidance, and I need better clarity before moving forward ",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am dealing with mental exhaustion, along with exam pressure, and I feel mentally stuck and need guidance, and it is affecting my confidence ",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Recently I have been facing anxiety and confusion, along with family financial pressure, and I feel mentally stuck and need guidance, and I cannot decide what to do next ",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"These days I am struggling with depression symptoms, along with research interest, and I feel mentally stuck and need guidance, which is disturbing my peace of mind ",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
