input_text,target_label,target_output
"I feel pressured by lack of motivation, along with specialization goals, and, and it is reducing my motivation every day",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am trying to handle relationship stress, along with financial stability with masters, and, and I need better clarity before moving forward",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am dealing with emotional instability, along with study routine problems, and, and it is affecting my confidence",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Recently I have been facing constant overthinking, along with family dependency, and, and I cannot decide what to do next",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"These days I am struggling with mental exhaustion, along with academic growth, and, which is disturbing my peace of mind",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel stuck because of anxiety and confusion, along with work and exam balance, and, and my family expects quick decisions",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"My current problem is depression symptoms, along with lack of focus, and, and I want a practical long term solution",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am worried about emotional burnout, along with rent and living costs, and, while I am worried about my future stability",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel pressured by decision paralysis, along with career through education, and, and it is reducing my motivation every day",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am trying to handle low confidence, along with practical career planning, and, and I need better clarity before moving forward",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am dealing with lack of motivation, along with project submission stress, and, and it is affecting my confidence",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Recently I have been facing relationship stress, along with supporting parents, and, and I cannot decide what to do next",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"These days I am struggling with emotional instability, along with postgraduate ambitions, and, which is disturbing my peace of mind",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel stuck because of constant overthinking, along with short term work and long term study, and, and my family expects quick decisions",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"My current problem is mental exhaustion, along with exam pressure, and, and I want a practical long term solution",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am worried about anxiety and confusion, along with family financial pressure, and, while I am worried about my future stability",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel pressured by depression symptoms, along with research interest, and, and it is reducing my motivation every day",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am trying to handle emotional burnout, along with part time work with learning, and, and I need better clarity before moving forward",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am dealing with decision paralysis, along with poor concentration, and, and it is affecting my confidence",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Recently I have been facing low confidence, along with loan repayment stress, and, and I cannot decide what to do next",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"These days I am struggling with lack of motivation, along with specialization goals, and, which is disturbing my peace of mind",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel stuck because of relationship stress, along with financial stability with masters, and, and my family expects quick decisions",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"My current problem is emotional instability, along with study routine problems, and, and I want a practical long term solution",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am worried about constant overthinking, along with family dependency, and, while I am worried about my future stability",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel pressured by mental exhaustion, along with academic growth, and, and it is reducing my motivation every day",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am trying to handle anxiety and confusion, along with work and exam balance, and, and I need better clarity before moving forward",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am dealing with depression symptoms, along with lack of focus, and, and it is affecting my confidence",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Recently I have been facing emotional burnout, along with rent and living costs, and, and I cannot decide what to do next",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"These days I am struggling with decision paralysis, along with career through education, and, which is disturbing my peace of mind",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel stuck because of low confidence, along with practical career planning, and, and my family expects quick decisions",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"My current problem is lack of motivation, along with project submission stress, and, and I want a practical long term solution",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am worried about relationship stress, along with supporting parents, and, while I am worried about my future stability",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel pressured by emotional instability, along with postgraduate ambitions, and, and it is reducing my motivation every day",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am trying to handle constant overthinking, along with short term work and long term study, and, and I need better clarity before moving forward",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am dealing with mental exhaustion, along with exam pressure, and, and it is affecting my confidence",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Recently I have been facing anxiety and confusion, along with family financial pressure, and, and I cannot decide what to do next",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"These days I am struggling with depression symptoms, along with research interest, and, which is disturbing my peace of mind",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel stuck because of emotional burnout, along with part time work with learning, and, and my family expects quick decisions",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"My current problem is decision paralysis, along with poor concentration, and, and I want a practical long term solution",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am worried about low confidence, along with loan repayment stress, and, while I am worried about my future stability",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel pressured by lack of motivation, along with specialization goals, and, and it is reducing my motivation every day",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am trying to handle relationship stress, along with financial stability with masters, and, and I need better clarity before moving forward",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am dealing with emotional instability, along with study routine problems, and, and it is affecting my confidence",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Recently I have been facing constant overthinking, along with family dependency, and, and I cannot decide what to do next",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"These days I am struggling with mental exhaustion, along with academic growth, and, which is disturbing my peace of mind",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel stuck because of anxiety and confusion, along with work and exam balance, and, and my family expects quick decisions",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"My current problem is depression symptoms, along with lack of focus, and, and I want a practical long term solution",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am worried about emotional burnout, along with rent and living costs, and, while I am worried about my future stability",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel pressured by decision paralysis, along with career through education, and, and it is reducing my motivation every day",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am trying to handle low confidence, along with practical career planning, and, and I need better clarity before moving forward",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am dealing with lack of motivation, along with project submission stress, and, and it is affecting my confidence",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Recently I have been facing relationship stress, along with supporting parents, and, and I cannot decide what to do next",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"These days I am struggling with emotional instability, along with postgraduate ambitions, and, which is disturbing my peace of mind",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel stuck because of constant overthinking, along with short term work and long term study, and, and my family expects quick decisions",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"My current problem is mental exhaustion, along with exam pressure, and, and I want a practical long term solution",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am worried about anxiety and confusion, along with family financial pressure, and, while I am worried about my future stability",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel pressured by depression symptoms, along with research interest, and, and it is reducing my motivation every day",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am trying to handle emotional burnout, along with part time work with learning, and, and I need better clarity before moving forward",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am dealing with decision paralysis, along with poor concentration, and, and it is affecting my confidence",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Recently I have been facing low confidence, along with loan repayment stress, and, and I cannot decide what to do next",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"These days I am struggling with lack of motivation, along with specialization goals, and, which is disturbing my peace of mind",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel stuck because of relationship stress, along with financial stability with masters, and, and my family expects quick decisions",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"My current problem is emotional instability, along with study routine problems, and, and I want a practical long term solution",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am worried about constant overthinking, along with family dependency, and, while I am worried about my future stability",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel pressured by mental exhaustion, along with academic growth, and, and it is reducing my motivation every day",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am trying to handle anxiety and confusion, along with work and exam balance, and, and I need better clarity before moving forward",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am dealing with depression symptoms, along with lack of focus, and, and it is affecting my confidence",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Recently I have been facing emotional burnout, along with rent and living costs, and, and I cannot decide what to do next",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"These days I am struggling with decision paralysis, along with career through education, and, which is disturbing my peace of mind",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel stuck because of low confidence, along with practical career planning, and, and my family expects quick decisions",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"My current problem is lack of motivation, along with project submission stress, and, and I want a practical long term solution",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am worried about relationship stress, along with supporting parents, and, while I am worried about my future stability",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel pressured by emotional instability, along with postgraduate ambitions, and, and it is reducing my motivation every day",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am trying to handle constant overthinking, along with short term work and long term study, and, and I need better clarity before moving forward",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am dealing with mental exhaustion, along with exam pressure, and, and it is affecting my confidence",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Recently I have been facing anxiety and confusion, along with family financial pressure, and, and I cannot decide what to do next",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"These days I am struggling with depression symptoms, along with research interest, and, which is disturbing my peace of mind",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel stuck because of emotional burnout, along with part time work with learning, and, and my family expects quick decisions",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"My current problem is decision paralysis, along with poor concentration, and, and I want a practical long term solution",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am worried about low confidence, along with loan repayment stress, and, while I am worried about my future stability",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel pressured by lack of motivation, along with specialization goals, and, and it is reducing my motivation every day",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am trying to handle relationship stress, along with financial stability with masters, and, and I need better clarity before moving forward",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am dealing with emotional instability, along with study routine problems, and, and it is affecting my confidence",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Recently I have been facing constant overthinking, along with family dependency, and, and I cannot decide what to do next",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"These days I am struggling with mental exhaustion, along with academic growth, and, which is disturbing my peace of mind",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel stuck because of anxiety and confusion, along with work and exam balance, and, and my family expects quick decisions",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"My current problem is depression symptoms, along with lack of focus, and, and I want a practical long term solution",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am worried about emotional burnout, along with rent and living costs, and, while I am worried about my future stability",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel pressured by decision paralysis, along with career through education, and, and it is reducing my motivation every day",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am trying to handle low confidence, along with practical career planning, and, and I need better clarity before moving forward",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am dealing with lack of motivation, along with project submission stress, and, and it is affecting my confidence",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Recently I have been facing relationship stress, along with supporting parents, and, and I cannot decide what to do next",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"These days I am struggling with emotional instability, along with postgraduate ambitions, and, which is disturbing my peace of mind",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel stuck because of constant overthinking, along with short term work and long term study, and, and my family expects quick decisions",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"My current problem is mental exhaustion, along with exam pressure, and, and I want a practical long term solution",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am worried about anxiety and confusion, along with family financial pressure, and, while I am worried about my future stability",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel pressured by depression symptoms, along with research interest, and, and it is reducing my motivation every day",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am trying to handle emotional burnout, along with part time work with learning, and, and I need better clarity before moving forward",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am dealing with decision paralysis, along with poor concentration, and, and it is affecting my confidence",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Recently I have been facing low confidence, along with loan repayment stress, and, and I cannot decide what to do next",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"These days I am struggling with lack of motivation, along with specialization goals, and, which is disturbing my peace of mind",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel stuck because of relationship stress, along with financial stability with masters, and, and my family expects quick decisions",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"My current problem is emotional instability, along with study routine problems, and, and I want a practical long term solution",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am worried about constant overthinking, along with family dependency, and, while I am worried about my future stability",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel pressured by mental exhaustion, along with academic growth, and, and it is reducing my motivation every day",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am trying to handle anxiety and confusion, along with work and exam balance, and, and I need better clarity before moving forward",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am dealing with depression symptoms, along with lack of focus, and, and it is affecting my confidence",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Recently I have been facing emotional burnout, along with rent and living costs, and, and I cannot decide what to do next",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"These days I am struggling with decision paralysis, along with career through education, and, which is disturbing my peace of mind",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel stuck because of low confidence, along with practical career planning, and, and my family expects quick decisions",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"My current problem is lack of motivation, along with project submission stress, and, and I want a practical long term solution",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am worried about relationship stress, along with supporting parents, and, while I am worried about my future stability",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel pressured by emotional instability, along with postgraduate ambitions, and, and it is reducing my motivation every day",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am trying to handle constant overthinking, along with short term work and long term study, and, and I need better clarity before moving forward",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am dealing with mental exhaustion, along with exam pressure, and, and it is affecting my confidence",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Recently I have been facing anxiety and confusion, along with family financial pressure, and, and I cannot decide what to do next",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"These days I am struggling with depression symptoms, along with research interest, and, which is disturbing my peace of mind",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel stuck because of emotional burnout, along with part time work with learning, and, and my family expects quick decisions",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"My current problem is decision paralysis, along with poor concentration, and, and I want a practical long term solution",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am worried about low confidence, along with loan repayment stress, and, while I am worried about my future stability",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel pressured by lack of motivation, along with specialization goals, and, and it is reducing my motivation every day",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am trying to handle relationship stress, along with financial stability with masters, and, and I need better clarity before moving forward",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am dealing with emotional instability, along with study routine problems, and, and it is affecting my confidence",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Recently I have been facing constant overthinking, along with family dependency, and, and I cannot decide what to do next",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"These days I am struggling with mental exhaustion, along with academic growth, and, which is disturbing my peace of mind",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel stuck because of anxiety and confusion, along with work and exam balance, and, and my family expects quick decisions",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"My current problem is depression symptoms, along with lack of focus, and, and I want a practical long term solution",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am worried about emotional burnout, along with rent and living costs, and, while I am worried about my future stability",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel pressured by decision paralysis, along with career through education, and, and it is reducing my motivation every day",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am trying to handle low confidence, along with practical career planning, and, and I need better clarity before moving forward",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am dealing with lack of motivation, along with project submission stress, and, and it is affecting my confidence",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Recently I have been facing relationship stress, along with supporting parents, and, and I cannot decide what to do next",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"These days I am struggling with emotional instability, along with postgraduate ambitions, and, which is disturbing my peace of mind",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel stuck because of constant overthinking, along with short term work and long term study, and, and my family expects quick decisions",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"My current problem is mental exhaustion, along with exam pressure, and, and I want a practical long term solution",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am worried about anxiety and confusion, along with family financial pressure, and, while I am worried about my future stability",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel pressured by depression symptoms, along with research interest, and, and it is reducing my motivation every day",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am trying to handle emotional burnout, along with part time work with learning, and, and I need better clarity before moving forward",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am dealing with decision paralysis, along with poor concentration, and, and it is affecting my confidence",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Recently I have been facing low confidence, along with loan repayment stress, and, and I cannot decide what to do next",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"These days I am struggling with lack of motivation, along with specialization goals, and, which is disturbing my peace of mind",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel stuck because of relationship stress, along with financial stability with masters, and, and my family expects quick decisions",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"My current problem is emotional instability, along with study routine problems, and, and I want a practical long term solution",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am worried about constant overthinking, along with family dependency, and, while I am worried about my future stability",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel pressured by mental exhaustion, along with academic growth, and, and it is reducing my motivation every day",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am trying to handle anxiety and confusion, along with work and exam balance, and, and I need better clarity before moving forward",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am dealing with depression symptoms, along with lack of focus, and, and it is affecting my confidence",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Recently I have been facing emotional burnout, along with rent and living costs, and, and I cannot decide what to do next",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"These days I am struggling with decision paralysis, along with career through education, and, which is disturbing my peace of mind",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel stuck because of low confidence, along with practical career planning, and, and my family expects quick decisions",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"My current problem is lack of motivation, along with project submission stress, and, and I want a practical long term solution",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am worried about relationship stress, along with supporting parents, and, while I am worried about my future stability",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel pressured by emotional instability, along with postgraduate ambitions, and, and it is reducing my motivation every day",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am trying to handle constant overthinking, along with short term work and long term study, and, and I need better clarity before moving forward",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am dealing with mental exhaustion, along with exam pressure, and, and it is affecting my confidence",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Recently I have been facing anxiety and confusion, along with family financial pressure, and, and I cannot decide what to do next",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"These days I am struggling with depression symptoms, along with research interest, and, which is disturbing my peace of mind",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel stuck because of emotional burnout, along with part time work with learning, and, and my family expects quick decisions",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"My current problem is decision paralysis, along with poor concentration, and, and I want a practical long term solution",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am worried about low confidence, along with loan repayment stress, and, while I am worried about my future stability",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel pressured by lack of motivation, along with specialization goals, and, and it is reducing my motivation every day",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am trying to handle relationship stress, along with financial stability with masters, and, and I need better clarity before moving forward",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am dealing with emotional instability, along with study routine problems, and, and it is affecting my confidence",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Recently I have been facing constant overthinking, along with family dependency, and, and I cannot decide what to do next",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"These days I am struggling with mental exhaustion, along with academic growth, and, which is disturbing my peace of mind",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel stuck because of anxiety and confusion, along with work and exam balance, and, and my family expects quick decisions",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"My current problem is depression symptoms, along with lack of focus, and, and I want a practical long term solution",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am worried about emotional burnout, along with rent and living costs, and, while I am worried about my future stability",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel pressured by decision paralysis, along with career through education, and, and it is reducing my motivation every day",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am trying to handle low confidence, along with practical career planning, and, and I need better clarity before moving forward",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am dealing with lack of motivation, along with project submission stress, and, and it is affecting my confidence",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Recently I have been facing relationship stress, along with supporting parents, and, and I cannot decide what to do next",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"These days I am struggling with emotional instability, along with postgraduate ambitions, and, which is disturbing my peace of mind",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel stuck because of constant overthinking, along with short term work and long term study, and, and my family expects quick decisions",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"My current problem is mental exhaustion, along with exam pressure, and, and I want a practical long term solution",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am worried about anxiety and confusion, along with family financial pressure, and, while I am worried about my future stability",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel pressured by depression symptoms, along with research interest, and, and it is reducing my motivation every day",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am trying to handle emotional burnout, along with part time work with learning, and, and I need better clarity before moving forward",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I am dealing with decision paralysis, along with poor concentration, and, and it is affecting my confidence",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
